108.115,33.58045228,-15.23584403,5.500655384,117.8,24.27539907,49.97451387,5.18548657,116.28,80.25264232,21.61024386,5.249591945,106.0525,99.03461387,25.60001911,5.082187118,134.445,20.64465972,-5.364610085,6.009094845,130.955,61.37766674,-25.30475473,6.50114452,147.5275,81.2917846,-42.32838005,6.032133163,150.16,82.64139036,-39.94277318,5.972998073,140.91,16.42716957,-4.881151605,5.61479278,156.3375,49.87934035,-54.18411832,6.291020939,166.7475,72.75341053,-64.06643636,5.918707985,164.005,74.47247797,-57.90847231,6.029819817,103.365,20.05771111,5.562715861,5.425992862,109.2175,28.44231344,-17.51463115,5.445453692,100.15,82.04216904,26.23337468,5.504473462,99.125,97.80894323,31.9050329,4.974592128,0.950119474,0.096774194,13.67741935,326.6666667,0.93,0.000131058,8016.349462,0.000124488,7610.818175,1.28E-05,799.2930108,0.866456053,11.22871046,15.93430657,298.0656934,1.0275,0.095009734,7225.476886,0.007874534,6830.837743,11.14112956,778.1216545,0.913991187,0.178470255,13.2266289,282.2124646,0.8825,0.000130384,8061.560907,0.000118735,7387.472773,2.47E-05,1369.201133,0.866236399,11.22384428,16.25060827,297.973236,1.0275,0.095009238,7254.76399,0.007873888,6866.946404,11.14113037,658.6253041,0
109.645,33.76335254,-18.76848002,5.161825872,117.25,24.07462357,55.99971282,4.92248946,114.125,78.63847261,17.88685762,4.785205217,109.2225,103.7776613,22.47472638,4.541551657,136.9625,24.55974539,-7.159121771,6.218329642,122.1275,59.6359895,-11.92078968,6.442383178,146.565,79.97287525,-41.38989492,5.754110214,149.15,80.62727516,-42.09111929,5.747811239,144.2275,18.66134357,-8.808188742,5.752547321,181.755,56.0812355,-69.55502109,6.020948896,173.39,72.5030889,-73.88660444,5.559416294,170.815,74.04961698,-67.9521263,5.585180259,101.83,17.52857952,6.876323117,5.05866162,109.6275,28.75915061,-21.53519062,5.205716616,105.7625,86.23906362,23.00984859,4.887744439,104.7675,102.7606853,28.90731024,4.417834234,0.944669063,0.088948787,12.94609164,320.6603774,0.9275,0.000178074,5780.318059,0.000169055,5435.502621,1.49E-05,541.8463612,0.874555939,11.03357314,15.70503597,308.8944844,1.0425,0.093685879,5262.613909,0.00780328,5029.928657,10.98082452,310.2470024,0.892381298,0.215116279,12.10465116,259.6918605,0.86,0.000176691,5822.55814,0.000157246,5207.416041,3.81E-05,1240.531977,0.87538954,11.07211538,15.39423077,309.3413462,1.04,0.093910896,5257.497596,0.007822253,5026.965144,11.00722271,381.2451923,0
108.82,34.35887949,-17.62531847,5.251837416,117.67,24.64743597,55.3809432,4.969688694,116.125,80.34612234,20.79880116,4.985798774,109.3675,104.4105476,25.74468065,4.801784232,128.2025,20.5859538,-2.859353544,5.903373858,141.225,66.46412096,-32.17244262,6.151844,153.22,84.55623336,-45.42628037,5.655545942,154.9625,85.7145909,-43.35298101,5.547812451,141.505,21.71681319,-4.810307795,6.064401911,171.6075,54.47663209,-68.07297066,5.879499458,175.565,75.4484975,-74.10353403,5.332099263,175.585,78.44120585,-68.04943646,5.341411143,102.5475,17.12681359,6.789627517,5.151958192,107.99,30.01732666,-21.72599258,5.368584637,106.4125,87.46940805,25.83611905,4.951873986,105.6075,104.0095113,32.24236957,4.643035225,0.928023327,0.127071823,16.91160221,299.7237569,0.905,0.000180501,5551.574586,0.000167559,5147.45465,2.33E-05,696.378453,0.85535261,11.37438424,19.1773399,285.3497537,1.015,0.096222896,4998.884236,0.008010715,4670.409825,11.27834186,556.0147783,0.890477354,0.249266862,15.58064516,256.372434,0.8525,0.000180261,5571.513196,0.000160342,4972.617485,4.56E-05,1347.997067,0.853046257,11.32923833,19.04914005,283.7076167,1.0175,0.095986203,5025.137592,0.007989756,4700.805897,11.2506286,432.4422604,0
109.8125,34.74532118,-19.73628862,4.973481346,118.6025,24.84802797,54.49262355,4.695347123,119.83,81.80291009,14.91425494,4.857070123,111.6575,101.9737476,17.9566415,4.651942175,131.645,20.92018105,-3.944377018,6.024081962,125.665,61.8544483,-7.660317373,6.708686495,144.0025,79.67061876,-34.28114767,6.091402421,144.245,78.78175534,-36.49669163,6.119332044,141.37,15.37491789,-6.315672047,5.485509957,167.0375,53.61442058,-54.22031171,6.458528822,166.15,71.06818909,-65.49636873,5.978737183,166.4325,73.31337152,-62.67588761,5.977369974,102.285,16.62223736,7.104507366,5.042254043,109.4275,28.88450698,-22.11002747,5.132056857,107.6,86.82459329,19.91928456,4.883099723,105.865,101.9579412,24.89648987,4.595464299,0.924626039,0.141274238,13.57063712,295.9861496,0.9025,0.000113868,9370.360111,0.000106391,8568.349418,1.37E-05,1510.376731,0.857080169,11.38423645,16.22660099,286.8719212,1.015,0.096161018,8547.610837,0.007952823,7995.325209,11.27833733,1005.502463,0.896564327,0.257309942,13.32163743,261.5497076,0.855,0.000112122,9496.315789,0.000100117,8529.729898,2.84E-05,2502.116959,0.853143604,11.40493827,16.51604938,282.8617284,1.0125,0.096398583,8517.676543,0.007972251,7925.460974,11.30618279,1034.412346,0
108.95,33.87827475,-17.33244046,5.009138729,117.7125,24.13658724,52.50907169,4.880364317,116.1725,79.97126199,18.95438403,4.977277343,110.4325,103.0078659,24.09182462,4.775036092,134.99,24.22488184,-7.47761743,6.119324173,131.3075,62.46529391,-25.51787099,6.610728223,150.165,83.71085817,-39.74498303,6.120708376,147.7225,82.17937998,-36.94868978,6.099974416,142.3625,15.95105306,-6.68180947,5.487267221,180.125,57.92684503,-65.95209312,6.334607188,170.11,74.88279442,-65.67332707,5.978547731,166.76,76.25813006,-58.71104622,5.999962621,103.5375,17.34484343,6.26572292,5.076116234,107.48,29.42651186,-21.91958629,5.163108539,105.9775,86.90475818,24.76783538,5.043747286,104.7675,103.0559239,31.0918439,4.695402857,0.925746384,0.130193906,17.07202216,297.099723,0.9025,0.000100179,10186.82548,9.30E-05,9406.834103,1.21E-05,1410.592798,0.845659895,11.45657568,18.99007444,275.2630273,1.0075,0.09686457,9199.900744,0.007999283,8503.519713,11.36229184,1013.022333,0.895128824,0.217391304,15.96811594,262.3333333,0.8625,0.000100588,10151.12754,9.06E-05,9038.731844,1.99E-05,2379.289855,0.834303714,11.69191919,18.54040404,262.2979798,0.99,0.098575384,9154.517677,0.00813867,8333.152988,11.56314351,1380.75,0
108.1775,32.8934035,-16.80021364,5.31460036,116.6275,23.86322995,58.8310995,5.044225604,109.6925,75.74947487,21.66454505,5.153109096,104.71,97.31416084,23.26359639,4.987561739,134.95,23.69298419,-3.386588087,6.159193632,129.3175,62.23758265,-15.43277892,6.761195791,149.2975,82.02474623,-41.29918115,5.809801057,151.14,82.42245083,-42.28289876,5.720664037,140.1125,17.70818578,-5.201718313,5.724130291,174.4375,55.84063121,-61.71324164,6.424037801,175.17,74.25790261,-75.14593869,5.632894591,175.38,77.13618217,-70.78186171,5.571603869,103.2225,18.56011837,4.699125771,5.299534942,107.2125,30.54164933,-19.74907646,5.537059977,101.37,81.53470488,25.17731127,5.417649671,99.5275,97.39807105,29.18879683,4.881423759,0.933105023,0.112328767,21.82739726,306.1342466,0.9125,9.90E-05,10439.81096,9.31E-05,9684.989346,1.07E-05,1222.49863,0.852436314,11.44059406,23.72277228,281.7772277,1.01,0.096624361,9412.205446,0.007980091,8744.597497,11.3341677,1219.846535,0.89878126,0.150997151,20.52706553,269.0740741,0.8775,9.92E-05,10427.37892,8.98E-05,9313.043606,1.38E-05,1674.62963,0.869429829,11.23844282,24.02189781,301.0632603,1.0275,0.094980198,9449.187348,0.007846976,8958.523402,11.14112772,1106.892944,0
107.9975,33.45926619,-16.10892806,5.29911764,117.2775,24.07499727,55.49767293,5.042926161,114.73,78.13611265,21.84994531,5.13483781,106.5975,99.83461571,25.81694699,4.816751993,135.475,22.43054558,0.562368944,6.018864201,133.2275,62.76524312,-25.28906246,6.631871167,154.6325,84.97583447,-45.68145524,5.797695374,155.2275,85.1078771,-44.5250562,5.746649415,138.3725,16.99908067,-6.558932781,5.37391945,170.8275,55.06307968,-59.32438863,6.46261889,176.84,75.93006256,-72.78186224,5.7398672,173.6325,77.15486014,-67.11940549,5.73900616,103.3275,19.58431116,3.851220026,5.282554377,106.105,30.63656272,-20.67807731,5.381335068,102.215,84.41225489,26.58163304,5.297895299,100.37,99.07150499,31.9813332,4.869615632,0.89915632,0.1747851,23.67048711,267.9512894,0.8725,9.41E-05,10821.58166,8.52E-05,9677.279847,1.55E-05,1974.017192,0.831206553,11.76142132,25.29949239,258.8121827,0.985,0.09906937,9774.895939,0.008173602,8901.956218,11.62183996,1555.043147,0.903318124,0.216138329,22.80979827,269.8472622,0.8675,9.42E-05,10818.78098,8.56E-05,9723.895633,1.90E-05,2450.089337,0.859738137,11.31372549,25.98529412,290.3627451,1.02,0.095672816,9839.279412,0.007897909,9264.002179,11.22304755,996.7058824,0
102.7975,31.01743854,-11.50707973,5.553975223,115.9325,23.69995662,57.86454346,5.137783954,104.4025,71.42461406,31.13950306,5.565611818,94.1025,89.49565349,31.11660276,5.543291032,135.02,20.88431469,1.386824194,5.960129431,126.16,58.83548589,-27.40654832,6.51785289,156.855,85.39888158,-48.7556611,5.77733314,156.105,85.09752626,-45.77706206,5.733706764,143.6525,18.57852911,-5.071585105,5.720914653,179.82,56.49559806,-69.22741017,6.166424308,174.1725,75.08447072,-74.59930007,5.624135036,171.3725,76.76684664,-67.64596451,5.715636891,102.8425,19.03149216,7.212284376,5.268994356,99.67,28.36434558,-12.21175752,5.580760543,92.1675,76.05211663,33.20024064,5.797303903,90.415,90.46329518,36.53867781,5.472909773,0.901587302,0.171428571,12.63428571,270.4285714,0.875,0.000106762,9885.025714,9.67E-05,8891.305317,1.78E-05,1725.814286,0.853948965,11.44554455,15.91089109,283.1980198,1.01,0.096630456,8963.74505,0.007985014,8411.394596,11.33417007,1123.155941,0.929711479,0.132596685,13.02209945,301.2430939,0.905,0.000106803,9882.151934,9.96E-05,9173.814994,1.31E-05,1372.720994,0.869036438,11.1598063,15.69733656,301.6004843,1.0325,0.09452761,8952.099274,0.007815695,8499.13862,11.08717428,749.9975787,0
108.435,32.95429828,-16.63028226,5.324060026,116.72,23.75545411,58.01992552,4.99853513,110.785,76.8395001,22.7144533,5.200887652,105.635,99.50355157,26.91834829,5.032499808,134.705,20.33587901,-5.984436833,5.843894277,132.3525,63.10236322,-24.42981996,6.531632188,155.9,85.84663651,-45.74761456,5.745113879,157.9975,86.6710303,-45.05751172,5.675277473,142.1025,15.56155499,-8.328015888,5.28662241,178.9275,56.56378916,-68.3510667,6.355072308,176.43,75.69636781,-75.08981569,5.575847107,176.3275,78.52369224,-69.8126309,5.607522445,102.5375,17.40441305,5.6536976,4.995413963,107.6975,30.30150151,-20.76510071,5.423160707,103.145,84.75322398,27.452595,5.293597518,101.33,100.2983604,33.17639005,4.887613299,0.884272757,0.195335277,26.6909621,253.3965015,0.8575,8.78E-05,11536.99125,7.84E-05,10141.67979,1.59E-05,2356.938776,0.81691377,12.04145078,28.52331606,243.7875648,0.965,0.101115121,10380.68394,0.008335267,9293.62795,11.86270893,2149.217617,0.905599584,0.233429395,27.88760807,271.5129683,0.8675,8.73E-05,11583.21326,7.93E-05,10467.4657,1.97E-05,2744.982709,0.820381139,11.9742268,28.81443299,247.3402062,0.97,0.100593573,10440.71134,0.008291622,9425.744344,11.80156133,2016.670103,0
105.565,30.84389364,-16.6646428,5.427421123,115.13,23.14623295,65.79540976,4.98553367,102.845,69.03264427,28.56030947,5.452683771,94.3875,87.81453378,26.91505627,5.379291335,132.0925,20.98282497,-5.038013975,5.875042675,120.5275,56.46817018,-12.75770336,6.681526309,144.0725,76.58392288,-41.81166503,5.816734503,146.1275,77.00120937,-43.92330367,5.779816388,143.0675,18.93800263,-5.729181721,5.795699404,163.62,49.74354833,-61.36444049,6.284675297,172.9575,70.43689157,-77.76170715,5.573911872,173.3975,73.1251632,-73.54345582,5.58970097,103.33,18.66885374,6.560549098,5.227936696,104.9,28.98292601,-18.98559048,5.496883431,93.315,74.6289875,29.65146928,5.585677445,89.25,87.41871939,31.90617185,5.243945642,0.920546245,0.145251397,21.09497207,290.7541899,0.895,0.000108495,10102.99441,0.000100645,9239.462756,1.46E-05,1567.653631,0.838933344,11.70707071,22.78787879,266.2525253,0.99,0.098583048,9088.502525,0.008146378,8321.407337,11.56314466,1617.138889,0.905079365,0.182857143,20.69142857,273.1257143,0.875,0.000108315,10104.88857,9.86E-05,9092.008651,1.85E-05,1970.505714,0.841976113,11.63819095,23.08542714,269.7638191,0.995,0.098087668,9118.379397,0.008105509,8383.504397,11.50503854,1440.861809,0
